,PUBorough,date,hour,trip
1622,Manhattan,28,7,18
1623,Manhattan,28,8,33
1624,Manhattan,28,9,33
1625,Manhattan,28,10,41
1626,Manhattan,28,11,44
1627,Manhattan,28,12,66
1628,Manhattan,28,13,62
1629,Manhattan,28,14,53
1630,Manhattan,28,15,68
1631,Manhattan,28,16,66
1632,Manhattan,28,17,54
1633,Manhattan,28,18,49
1634,Manhattan,28,19,48
1635,Manhattan,28,20,37
1636,Manhattan,28,21,32
1637,Manhattan,28,22,28
1638,Manhattan,28,23,26
1639,Manhattan,29,0,15
1640,Manhattan,29,1,13
1641,Manhattan,29,2,5
1642,Manhattan,29,3,4
1643,Manhattan,29,4,3
1644,Manhattan,29,6,7
1645,Manhattan,29,7,14
1646,Manhattan,29,8,22
1647,Manhattan,29,9,31
1648,Manhattan,29,10,39
1649,Manhattan,29,11,55
1650,Manhattan,29,12,59
1651,Manhattan,29,13,50
1652,Manhattan,29,14,60
1653,Manhattan,29,15,66
1654,Manhattan,29,16,56
1655,Manhattan,29,17,37
1656,Manhattan,29,18,59
1657,Manhattan,29,19,31
1658,Manhattan,29,20,36
1659,Manhattan,29,21,24
1660,Manhattan,29,22,12
1661,Manhattan,29,23,14
1662,Manhattan,30,0,3
1663,Manhattan,30,1,4
1664,Manhattan,30,2,1
1665,Manhattan,30,3,2
1666,Manhattan,30,5,4
1667,Manhattan,30,6,31
1668,Manhattan,30,7,80
1669,Manhattan,30,8,60
1670,Manhattan,30,9,85
1671,Manhattan,30,10,74
1672,Manhattan,30,11,68
1673,Manhattan,30,12,66
1674,Manhattan,30,13,66
1675,Manhattan,30,14,70
1676,Manhattan,30,15,99
1677,Manhattan,30,16,89
1678,Manhattan,30,17,97
1679,Manhattan,30,18,92
1680,Manhattan,30,19,68
1681,Manhattan,30,20,39
1682,Manhattan,30,21,34
1683,Manhattan,30,22,14
1684,Manhattan,30,23,10
1685,Manhattan,31,0,2
1686,Manhattan,31,1,3
1687,Manhattan,31,2,3
1688,Manhattan,31,3,1
1689,Manhattan,31,5,7
1690,Manhattan,31,6,38
1691,Manhattan,31,7,84
1692,Manhattan,31,8,102
1693,Manhattan,31,9,91
1694,Manhattan,31,10,64
1695,Manhattan,31,11,59
1696,Manhattan,31,12,85
1697,Manhattan,31,13,61
1698,Manhattan,31,14,67
1699,Manhattan,31,15,90
1700,Manhattan,31,16,101
1701,Manhattan,31,17,92
1702,Manhattan,31,18,99
1703,Manhattan,31,19,69
1704,Manhattan,31,20,54
1705,Manhattan,31,21,35
1706,Manhattan,31,22,24
1707,Manhattan,31,23,16
1708,Queens,01,0,17
1709,Queens,01,1,23
1710,Queens,01,2,15
1711,Queens,01,3,16
1712,Queens,01,4,7
1713,Queens,01,5,5
1714,Queens,01,6,2
1715,Queens,01,7,8
1716,Queens,01,8,7
1717,Queens,01,9,9
1718,Queens,01,10,10
1719,Queens,01,11,11
1720,Queens,01,12,13
1721,Queens,01,13,12
1722,Queens,01,14,18
1723,Queens,01,15,18
1724,Queens,01,16,17
1725,Queens,01,17,23
1726,Queens,01,18,22
1727,Queens,01,19,25
1728,Queens,01,20,23
1729,Queens,01,21,19
1730,Queens,01,22,8
1731,Queens,01,23,12
1732,Queens,02,0,5
1733,Queens,02,1,5
1734,Queens,02,2,1
1735,Queens,02,3,2
1736,Queens,02,4,2
1737,Queens,02,5,2
1738,Queens,02,6,4
1739,Queens,02,7,8
1740,Queens,02,8,14
1741,Queens,02,9,5
1742,Queens,02,10,13
1743,Queens,02,11,18
1744,Queens,02,12,11
1745,Queens,02,13,23
1746,Queens,02,14,13
1747,Queens,02,15,37
1748,Queens,02,16,25
1749,Queens,02,17,23
1750,Queens,02,18,37
1751,Queens,02,19,25
1752,Queens,02,20,12
1753,Queens,02,21,16
1754,Queens,02,22,16
1755,Queens,02,23,6
1756,Queens,03,0,7
1757,Queens,03,1,5
1758,Queens,03,2,7
1759,Queens,03,3,9
1760,Queens,03,4,6
1761,Queens,03,5,1
1762,Queens,03,6,3
1763,Queens,03,7,12
1764,Queens,03,8,8
1765,Queens,03,9,7
1766,Queens,03,10,25
1767,Queens,03,11,28
1768,Queens,03,12,15
1769,Queens,03,13,19
1770,Queens,03,14,26
1771,Queens,03,15,37
1772,Queens,03,16,43
1773,Queens,03,17,38
1774,Queens,03,18,35
1775,Queens,03,19,45
1776,Queens,03,20,21
1777,Queens,03,21,16
1778,Queens,03,22,17
1779,Queens,03,23,9
1780,Queens,04,0,12
1781,Queens,04,1,9
1782,Queens,04,2,2
1783,Queens,04,3,3
1784,Queens,04,4,2
1785,Queens,04,5,2
1786,Queens,04,6,7
1787,Queens,04,7,11
1788,Queens,04,8,13
1789,Queens,04,9,15
1790,Queens,04,10,14
1791,Queens,04,11,21
1792,Queens,04,12,21
1793,Queens,04,13,19
1794,Queens,04,14,23
1795,Queens,04,15,37
1796,Queens,04,16,34
1797,Queens,04,17,61
1798,Queens,04,18,63
1799,Queens,04,19,47
1800,Queens,04,20,34
1801,Queens,04,21,24
1802,Queens,04,22,15
1803,Queens,04,23,9
1804,Queens,05,0,15
1805,Queens,05,1,5
1806,Queens,05,2,12
1807,Queens,05,3,4
1808,Queens,05,4,4
1809,Queens,05,5,7
1810,Queens,05,6,1
1811,Queens,05,7,14
1812,Queens,05,8,16
1813,Queens,05,9,16
1814,Queens,05,10,19
1815,Queens,05,11,25
1816,Queens,05,12,24
1817,Queens,05,13,22
1818,Queens,05,14,35
1819,Queens,05,15,49
1820,Queens,05,16,37
1821,Queens,05,17,45
1822,Queens,05,18,42
1823,Queens,05,19,41
1824,Queens,05,20,27
1825,Queens,05,21,29
1826,Queens,05,22,17
1827,Queens,05,23,9
1828,Queens,06,0,18
1829,Queens,06,1,9
1830,Queens,06,2,6
1831,Queens,06,3,9
1832,Queens,06,4,2
1833,Queens,06,5,3
1834,Queens,06,6,7
1835,Queens,06,7,7
1836,Queens,06,8,13
1837,Queens,06,9,21
1838,Queens,06,10,22
1839,Queens,06,11,23
1840,Queens,06,12,24
1841,Queens,06,13,23
1842,Queens,06,14,34
1843,Queens,06,15,57
1844,Queens,06,16,36
1845,Queens,06,17,48
1846,Queens,06,18,48
1847,Queens,06,19,38
1848,Queens,06,20,36
1849,Queens,06,21,24
1850,Queens,06,22,27
1851,Queens,06,23,17
1852,Queens,07,0,17
1853,Queens,07,1,19
1854,Queens,07,2,11
1855,Queens,07,3,8
1856,Queens,07,4,2
1857,Queens,07,5,4
1858,Queens,07,6,3
1859,Queens,07,7,7
1860,Queens,07,8,16
1861,Queens,07,9,9
1862,Queens,07,10,13
1863,Queens,07,11,18
1864,Queens,07,12,24
1865,Queens,07,13,34
1866,Queens,07,14,30
1867,Queens,07,15,35
1868,Queens,07,16,46
1869,Queens,07,17,37
1870,Queens,07,18,44
1871,Queens,07,19,35
1872,Queens,07,20,32
1873,Queens,07,21,25
1874,Queens,07,22,27
1875,Queens,07,23,29
1876,Queens,08,0,16
1877,Queens,08,1,20
1878,Queens,08,2,8
1879,Queens,08,3,21
1880,Queens,08,4,18
1881,Queens,08,5,11
1882,Queens,08,6,1
1883,Queens,08,7,3
1884,Queens,08,8,4
1885,Queens,08,9,9
1886,Queens,08,10,12
1887,Queens,08,11,9
1888,Queens,08,12,17
1889,Queens,08,13,25
1890,Queens,08,14,22
1891,Queens,08,15,20
1892,Queens,08,16,34
1893,Queens,08,17,22
1894,Queens,08,18,34
1895,Queens,08,19,24
1896,Queens,08,20,16
1897,Queens,08,21,17
1898,Queens,08,22,7
1899,Queens,08,23,9
1900,Queens,09,0,8
1901,Queens,09,1,7
1902,Queens,09,2,6
1903,Queens,09,3,22
1904,Queens,09,4,14
1905,Queens,09,5,3
1906,Queens,09,6,3
1907,Queens,09,7,13
1908,Queens,09,8,12
1909,Queens,09,9,17
1910,Queens,09,10,13
1911,Queens,09,11,17
1912,Queens,09,12,23
1913,Queens,09,13,21
1914,Queens,09,14,25
1915,Queens,09,15,38
1916,Queens,09,16,36
1917,Queens,09,17,43
1918,Queens,09,18,32
1919,Queens,09,19,32
1920,Queens,09,20,21
1921,Queens,09,21,18
1922,Queens,09,22,17
1923,Queens,09,23,7
1924,Queens,10,0,8
1925,Queens,10,1,4
1926,Queens,10,2,5
1927,Queens,10,3,3
1928,Queens,10,4,3
1929,Queens,10,5,4
1930,Queens,10,6,6
1931,Queens,10,7,12
1932,Queens,10,8,11
1933,Queens,10,9,16
1934,Queens,10,10,16
1935,Queens,10,11,12
1936,Queens,10,12,19
1937,Queens,10,13,22
1938,Queens,10,14,32
1939,Queens,10,15,32
1940,Queens,10,16,34
1941,Queens,10,17,33
1942,Queens,10,18,34
1943,Queens,10,19,29
1944,Queens,10,20,20
1945,Queens,10,21,14
1946,Queens,10,22,26
1947,Queens,10,23,14
1948,Queens,11,0,13
1949,Queens,11,1,14
1950,Queens,11,2,7
1951,Queens,11,3,6
1952,Queens,11,4,3
1953,Queens,11,5,4
1954,Queens,11,6,7
1955,Queens,11,7,11
1956,Queens,11,8,11
1957,Queens,11,9,11
1958,Queens,11,10,13
1959,Queens,11,11,14
1960,Queens,11,12,21
1961,Queens,11,13,24
1962,Queens,11,14,18
1963,Queens,11,15,27
1964,Queens,11,16,50
1965,Queens,11,17,45
1966,Queens,11,18,51
1967,Queens,11,19,47
1968,Queens,11,20,29
1969,Queens,11,21,19
1970,Queens,11,22,20
1971,Queens,11,23,18
1972,Queens,12,0,10
1973,Queens,12,1,11
1974,Queens,12,2,7
1975,Queens,12,3,12
1976,Queens,12,4,8
1977,Queens,12,5,3
1978,Queens,12,6,2
1979,Queens,12,7,7
1980,Queens,12,8,18
1981,Queens,12,9,21
1982,Queens,12,10,15
1983,Queens,12,11,21
1984,Queens,12,12,24
1985,Queens,12,13,37
1986,Queens,12,14,28
1987,Queens,12,15,44
1988,Queens,12,16,56
1989,Queens,12,17,55
1990,Queens,12,18,58
1991,Queens,12,19,36
1992,Queens,12,20,27
1993,Queens,12,21,24
1994,Queens,12,22,18
1995,Queens,12,23,12
1996,Queens,13,0,17
1997,Queens,13,1,10
1998,Queens,13,2,6
1999,Queens,13,3,2
2000,Queens,13,4,3
2001,Queens,13,5,3
2002,Queens,13,6,5
2003,Queens,13,7,9
2004,Queens,13,8,12
2005,Queens,13,9,10
2006,Queens,13,10,22
2007,Queens,13,11,28
2008,Queens,13,12,29
2009,Queens,13,13,24
2010,Queens,13,14,34
2011,Queens,13,15,41
2012,Queens,13,16,55
2013,Queens,13,17,48
2014,Queens,13,18,54
2015,Queens,13,19,29
2016,Queens,13,20,36
2017,Queens,13,21,18
2018,Queens,13,22,27
2019,Queens,13,23,27
2020,Queens,14,0,20
2021,Queens,14,1,20
2022,Queens,14,2,8
2023,Queens,14,3,11
2024,Queens,14,4,13
2025,Queens,14,5,6
2026,Queens,14,6,6
2027,Queens,14,7,9
2028,Queens,14,8,17
2029,Queens,14,9,12
2030,Queens,14,10,20
2031,Queens,14,11,30
2032,Queens,14,12,31
2033,Queens,14,13,28
2034,Queens,14,14,28
2035,Queens,14,15,38
2036,Queens,14,16,31
2037,Queens,14,17,47
2038,Queens,14,18,42
2039,Queens,14,19,32
2040,Queens,14,20,39
2041,Queens,14,21,25
2042,Queens,14,22,19
2043,Queens,14,23,20
2044,Queens,15,0,23
2045,Queens,15,1,13
2046,Queens,15,2,16
2047,Queens,15,3,12
2048,Queens,15,4,11
2049,Queens,15,5,7
2050,Queens,15,6,1
2051,Queens,15,7,6
2052,Queens,15,8,7
2053,Queens,15,9,7
2054,Queens,15,10,17
2055,Queens,15,11,17
2056,Queens,15,12,22
2057,Queens,15,13,19
2058,Queens,15,14,24
2059,Queens,15,15,33
2060,Queens,15,16,29
2061,Queens,15,17,40
2062,Queens,15,18,29
2063,Queens,15,19,31
2064,Queens,15,20,28
2065,Queens,15,21,23
2066,Queens,15,22,22
2067,Queens,15,23,12
2068,Queens,16,0,17
2069,Queens,16,1,8
2070,Queens,16,2,2
2071,Queens,16,3,5
2072,Queens,16,4,8
2073,Queens,16,5,6
2074,Queens,16,6,3
2075,Queens,16,7,3
2076,Queens,16,8,5
2077,Queens,16,9,12
2078,Queens,16,10,14
2079,Queens,16,11,16
2080,Queens,16,12,18
2081,Queens,16,13,21
2082,Queens,16,14,22
2083,Queens,16,15,26
2084,Queens,16,16,23
2085,Queens,16,17,36
2086,Queens,16,18,26
2087,Queens,16,19,19
2088,Queens,16,20,12
2089,Queens,16,21,12
2090,Queens,16,22,12
2091,Queens,16,23,8
2092,Queens,17,0,8
2093,Queens,17,1,7
2094,Queens,17,2,7
2095,Queens,17,3,8
2096,Queens,17,4,1
2097,Queens,17,5,1
2098,Queens,17,6,4
2099,Queens,17,7,13
2100,Queens,17,8,14
2101,Queens,17,9,17
2102,Queens,17,10,18
2103,Queens,17,11,19
2104,Queens,17,12,16
2105,Queens,17,13,20
2106,Queens,17,14,24
2107,Queens,17,15,21
2108,Queens,17,16,35
2109,Queens,17,17,27
2110,Queens,17,18,51
2111,Queens,17,19,32
2112,Queens,17,20,16
2113,Queens,17,21,13
2114,Queens,17,22,19
2115,Queens,17,23,14
2116,Queens,18,0,19
2117,Queens,18,1,11
2118,Queens,18,2,9
2119,Queens,18,3,5
2120,Queens,18,4,2
2121,Queens,18,5,5
2122,Queens,18,6,4
2123,Queens,18,7,11
2124,Queens,18,8,10
2125,Queens,18,9,17
2126,Queens,18,10,19
2127,Queens,18,11,18
2128,Queens,18,12,16
2129,Queens,18,13,15
2130,Queens,18,14,30
2131,Queens,18,15,37
2132,Queens,18,16,34
2133,Queens,18,17,36
2134,Queens,18,18,47
2135,Queens,18,19,40
2136,Queens,18,20,25
2137,Queens,18,21,16
2138,Queens,18,22,22
2139,Queens,18,23,18
2140,Queens,19,0,12
2141,Queens,19,1,7
2142,Queens,19,2,4
2143,Queens,19,3,4
2144,Queens,19,4,4
2145,Queens,19,5,7
2146,Queens,19,6,4
2147,Queens,19,7,9
2148,Queens,19,8,9
2149,Queens,19,9,24
2150,Queens,19,10,21
2151,Queens,19,11,15
2152,Queens,19,12,22
2153,Queens,19,13,26
2154,Queens,19,14,27
2155,Queens,19,15,39
2156,Queens,19,16,46
2157,Queens,19,17,61
2158,Queens,19,18,60
2159,Queens,19,19,50
2160,Queens,19,20,32
2161,Queens,19,21,30
2162,Queens,19,22,22
2163,Queens,19,23,10
2164,Queens,20,0,16
2165,Queens,20,1,6
2166,Queens,20,2,4
2167,Queens,20,3,7
2168,Queens,20,4,3
2169,Queens,20,5,2
2170,Queens,20,7,8
2171,Queens,20,8,18
2172,Queens,20,9,11
2173,Queens,20,10,15
2174,Queens,20,11,17
2175,Queens,20,12,21
2176,Queens,20,13,20
2177,Queens,20,14,35
2178,Queens,20,15,36
2179,Queens,20,16,49
2180,Queens,20,17,51
2181,Queens,20,18,48
2182,Queens,20,19,48
2183,Queens,20,20,28
2184,Queens,20,21,23
2185,Queens,20,22,25
2186,Queens,20,23,23
2187,Queens,21,0,27
2188,Queens,21,1,17
2189,Queens,21,2,7
2190,Queens,21,3,9
2191,Queens,21,4,10
2192,Queens,21,5,5
2193,Queens,21,6,3
2194,Queens,21,7,6
2195,Queens,21,8,6
2196,Queens,21,9,16
2197,Queens,21,10,22
2198,Queens,21,11,25
2199,Queens,21,12,29
2200,Queens,21,13,34
2201,Queens,21,14,21
2202,Queens,21,15,44
2203,Queens,21,16,49
2204,Queens,21,17,40
2205,Queens,21,18,44
2206,Queens,21,19,32
2207,Queens,21,20,22
2208,Queens,21,21,27
2209,Queens,21,22,16
2210,Queens,21,23,20
2211,Queens,22,0,15
2212,Queens,22,1,15
2213,Queens,22,2,11
2214,Queens,22,3,15
2215,Queens,22,4,13
2216,Queens,22,5,8
2217,Queens,22,6,3
2218,Queens,22,7,1
2219,Queens,22,8,2
2220,Queens,22,9,5
2221,Queens,22,10,7
2222,Queens,22,11,11
2223,Queens,22,12,22
2224,Queens,22,13,20
2225,Queens,22,14,18
2226,Queens,22,15,21
2227,Queens,22,16,37
2228,Queens,22,17,30
2229,Queens,22,18,45
2230,Queens,22,19,28
2231,Queens,22,20,21
2232,Queens,22,21,14
2233,Queens,22,22,15
2234,Queens,22,23,9
2235,Queens,23,0,13
2236,Queens,23,1,5
2237,Queens,23,2,5
2238,Queens,23,3,7
2239,Queens,23,4,4
2240,Queens,23,5,4
2241,Queens,23,6,2
2242,Queens,23,7,6
2243,Queens,23,8,5
2244,Queens,23,9,10
2245,Queens,23,10,25
2246,Queens,23,11,23
2247,Queens,23,12,19
2248,Queens,23,13,29
2249,Queens,23,14,20
2250,Queens,23,15,30
2251,Queens,23,16,35
2252,Queens,23,17,42
2253,Queens,23,18,45
2254,Queens,23,19,35
2255,Queens,23,20,32
2256,Queens,23,21,22
2257,Queens,23,22,20
2258,Queens,23,23,9
2259,Queens,24,0,10
2260,Queens,24,1,6
2261,Queens,24,2,3
2262,Queens,24,3,6
2263,Queens,24,4,4
2264,Queens,24,5,2
2265,Queens,24,6,4
2266,Queens,24,7,8
2267,Queens,24,8,16
2268,Queens,24,9,10
2269,Queens,24,10,15
2270,Queens,24,11,9
2271,Queens,24,12,13
2272,Queens,24,13,25
2273,Queens,24,14,30
2274,Queens,24,15,35
2275,Queens,24,16,44
2276,Queens,24,17,43
2277,Queens,24,18,32
2278,Queens,24,19,27
2279,Queens,24,20,27
2280,Queens,24,21,20
2281,Queens,24,22,17
2282,Queens,24,23,15
2283,Queens,25,0,5
2284,Queens,25,1,7
2285,Queens,25,2,3
2286,Queens,25,3,8
2287,Queens,25,4,5
2288,Queens,25,5,3
2289,Queens,25,6,4
2290,Queens,25,7,6
2291,Queens,25,8,24
2292,Queens,25,9,17
2293,Queens,25,10,16
2294,Queens,25,11,15
2295,Queens,25,12,29
2296,Queens,25,13,29
2297,Queens,25,14,35
2298,Queens,25,15,33
2299,Queens,25,16,41
2300,Queens,25,17,70
2301,Queens,25,18,49
2302,Queens,25,19,46
2303,Queens,25,20,44
2304,Queens,25,21,29
2305,Queens,25,22,26
2306,Queens,25,23,20
2307,Queens,26,0,13
2308,Queens,26,1,8
2309,Queens,26,2,6
2310,Queens,26,3,3
2311,Queens,26,4,5
2312,Queens,26,5,5
2313,Queens,26,6,6
2314,Queens,26,7,9
2315,Queens,26,8,11
2316,Queens,26,9,12
2317,Queens,26,10,20
2318,Queens,26,11,23
2319,Queens,26,12,19
2320,Queens,26,13,25
2321,Queens,26,14,33
2322,Queens,26,15,25
2323,Queens,26,16,45
2324,Queens,26,17,47
2325,Queens,26,18,64
2326,Queens,26,19,48
2327,Queens,26,20,36
2328,Queens,26,21,19
2329,Queens,26,22,24
2330,Queens,26,23,19
2331,Queens,27,0,16
2332,Queens,27,1,11
2333,Queens,27,2,6
2334,Queens,27,3,3
2335,Queens,27,4,6
2336,Queens,27,5,5
2337,Queens,27,6,5
2338,Queens,27,7,10
2339,Queens,27,8,10
2340,Queens,27,9,14
2341,Queens,27,10,17
2342,Queens,27,11,16
2343,Queens,27,12,20
2344,Queens,27,13,23
2345,Queens,27,14,25
2346,Queens,27,15,35
2347,Queens,27,16,42
2348,Queens,27,17,43
2349,Queens,27,18,54
2350,Queens,27,19,41
2351,Queens,27,20,27
2352,Queens,27,21,26
2353,Queens,27,22,21
2354,Queens,27,23,28
2355,Queens,28,0,20
2356,Queens,28,1,14
2357,Queens,28,2,8
2358,Queens,28,3,9
2359,Queens,28,4,6
2360,Queens,28,5,4
2361,Queens,28,6,2
2362,Queens,28,7,10
2363,Queens,28,8,9
2364,Queens,28,9,20
2365,Queens,28,10,16
2366,Queens,28,11,26
2367,Queens,28,12,19
2368,Queens,28,13,31
2369,Queens,28,14,26
2370,Queens,28,15,37
2371,Queens,28,16,30
2372,Queens,28,17,25
2373,Queens,28,18,33
2374,Queens,28,19,30
2375,Queens,28,20,30
2376,Queens,28,21,24
2377,Queens,28,22,25
2378,Queens,28,23,17
2379,Queens,29,0,17
2380,Queens,29,1,15
2381,Queens,29,2,14
2382,Queens,29,3,15
2383,Queens,29,4,16
2384,Queens,29,5,5
2385,Queens,29,6,3
2386,Queens,29,7,3
2387,Queens,29,8,3
2388,Queens,29,9,9
2389,Queens,29,10,7
2390,Queens,29,11,15
2391,Queens,29,12,13
2392,Queens,29,13,15
2393,Queens,29,14,24
2394,Queens,29,15,19
2395,Queens,29,16,22
2396,Queens,29,17,20
2397,Queens,29,18,28
2398,Queens,29,19,24
2399,Queens,29,20,30
2400,Queens,29,21,12
2401,Queens,29,22,12
2402,Queens,29,23,18
2403,Queens,30,0,15
2404,Queens,30,1,4
2405,Queens,30,2,7
2406,Queens,30,3,10
2407,Queens,30,4,6
2408,Queens,30,5,3
2409,Queens,30,6,3
2410,Queens,30,7,15
2411,Queens,30,8,16
2412,Queens,30,9,25
2413,Queens,30,10,15
2414,Queens,30,11,18
2415,Queens,30,12,20
2416,Queens,30,13,22
2417,Queens,30,14,33
2418,Queens,30,15,23
2419,Queens,30,16,32
2420,Queens,30,17,37
2421,Queens,30,18,38
2422,Queens,30,19,33
2423,Queens,30,20,20
2424,Queens,30,21,16
2425,Queens,30,22,13
2426,Queens,30,23,13
2427,Queens,31,0,5
2428,Queens,31,1,4
2429,Queens,31,2,9
2430,Queens,31,3,1
2431,Queens,31,5,1
2432,Queens,31,6,2
2433,Queens,31,7,9
2434,Queens,31,8,21
2435,Queens,31,9,16
2436,Queens,31,10,11
2437,Queens,31,11,22
2438,Queens,31,12,17
2439,Queens,31,13,16
2440,Queens,31,14,21
2441,Queens,31,15,27
2442,Queens,31,16,39
2443,Queens,31,17,38
2444,Queens,31,18,40
2445,Queens,31,19,35
2446,Queens,31,20,32
2447,Queens,31,21,22
2448,Queens,31,22,19
2449,Queens,31,23,13
2450,Staten Island,04,14,1
2451,Staten Island,10,8,1
2452,Staten Island,11,16,1
2453,Staten Island,11,17,1
2454,Staten Island,13,18,1
2455,Staten Island,18,14,1
2456,Staten Island,25,17,1
